wav,text,duration,speaker,language,Vulnerable_vs._Emotionally_Detached_best,High-Pitched_vs._Low-Pitched_best,Pain_best,Astonishment_Surprise_best,Confusion_best,Triumph_best,Sexual_Lust_best,Contemplation_best,Impatience_and_Irritability_best,Helplessness_best,Sourness_best,Arousal_best,Confident_vs._Hesitant_best,Soft_vs._Harsh_best,Warm_vs._Cold_best,Interest_best,Fear_best,Background_Noise_best,Elation_best,Infatuation_best,Embarrassment_best,Disappointment_best,Disgust_best,Jealousy_&_Envy_best,Contentment_best,Relief_best,Recording_Quality_best,Amusement_best,Pride_best,Age_best,Emotional_Numbness_best,Submissive_vs._Dominant_best,Awe_best,Hope_Enthusiasm_Optimism_best,Teasing_best,Bitterness_best,Longing_best,Pleasure_Ecstasy_best,Contempt_best,Thankfulness_Gratitude_best,Valence_best,Intoxication_Altered_States_of_Consciousness_best,Shame_best,Sadness_best,Serious_vs._Humorous_best,Doubt_best,Affection_best,Gender_best,Authenticity_best,Distress_best,Fatigue_Exhaustion_best,Monotone_vs._Expressive_best,Anger_best,Concentration_best,Malevolence_Malice_best
./data/emilia_xyz/worker_3_EN_B00000_S00133_W000002.wav," I'm glad you, I'm glad you, I'm glad you're talking about that. So now I'm going to put you back on your island, yeah? Yeah. Sorry. So you've, you've got like Hack the Box, Try Hack Me, VolnHub. I don't know if there are any others that you like, but you know, can you mention if there are any others that you like and then give me the one that gets you off the island. So which is your, which is your favorite if you're starting out and which is like your favorite if you like more advanced in your career?",21.685,EN_B00000_S00133,en,0.859375,1.2890625,1.109375,0.0018310546875,-0.002899169921875,1.2890625,0.2333984375,0.62109375,-0.01251220703125,0.006439208984375,-0.00347900390625,1.578125,1.3515625,0.55078125,0.15234375,0.5859375,0.0098876953125,1.2109375,0.2197265625,-0.020751953125,-0.03369140625,3.337860107421875e-05,0.00750732421875,0.06201171875,0.83984375,0.625,1.90625,-0.000621795654296875,1.5234375,0.68359375,1.8515625,-0.09130859375,-7.68899917602539e-06,-0.0005035400390625,2.288818359375e-05,0.0191650390625,1.3828125,1.25,-0.003875732421875,2.453125,-0.004852294921875,-0.06201171875,0.0087890625,1.0703125,0.79296875,0.00445556640625,1.078125,-0.08056640625,2.265625,0.5546875,0.2314453125,1.8671875,0.000667572021484375,6.020069122314453e-06,0.0595703125
./data/emilia_xyz/worker_3_EN_B00000_S00163_W000012.wav," That's faster than anyone can do. Woo! Yea, you stopped celebrating over there. You didn't do Jack Dick. Alright. Now the long jump. Oh god, why? I'm not gonna be able to do that. I don't even know how to jump. Okay, here we go. Hyeh. Geh. Okay. Hyeh. Geh. Deh. Oh, Jesus.",22.564,EN_B00000_S00163,en,1.2265625,1.8828125,-0.006439208984375,1.171875,0.9296875,1.1484375,0.0927734375,0.02490234375,0.9296875,-0.0037384033203125,0.91015625,2.15625,0.828125,0.52734375,0.87890625,1.921875,-0.000797271728515625,0.88671875,0.90625,-0.02197265625,0.78125,1.375,0.458984375,0.08056640625,0.7734375,0.2177734375,2.125,1.703125,0.00188446044921875,2.984375,-0.000446319580078125,0.76171875,-2.3543834686279297e-06,1.140625,1.78125,0.014892578125,-0.005645751953125,0.8984375,0.6796875,0.166015625,0.99609375,0.7421875,0.030517578125,-1.1563301086425781e-05,2.125,0.98828125,0.00726318359375,-0.75,2.796875,2.0742416381835938e-05,0.064453125,2.5,-0.0022430419921875,6.020069122314453e-06,0.08251953125
./data/emilia_xyz/worker_3_EN_B00000_S00483_W000065.wav," And now in Hashcat, when I type show, there is no output. I've got to run it again. And actually just before I do that, what I think I'll do just to show you the option, because a lot of people ask this option, let's set the increment from 10 to let's say,",20.188,EN_B00000_S00483,en,0.91796875,1.421875,0.93359375,0.0029754638671875,-0.0037841796875,0.8671875,0.23046875,0.07470703125,-0.00457763671875,0.0045166015625,-0.007476806640625,1.828125,1.3359375,0.56640625,0.048095703125,0.52734375,0.01806640625,1.1328125,0.1875,-0.0233154296875,-0.0419921875,2.7298927307128906e-05,0.006866455078125,0.08740234375,0.8515625,0.34765625,1.7890625,-0.00061798095703125,1.2578125,0.66796875,1.640625,-0.169921875,-1.1265277862548828e-05,0.0040283203125,2.276897430419922e-05,0.01556396484375,0.69921875,1.28125,-0.0038909912109375,1.90625,-0.015380859375,0.0291748046875,0.0091552734375,0.6171875,0.359375,0.00494384765625,1.0703125,-0.0062255859375,2.015625,0.4765625,0.365234375,1.875,0.0019989013671875,6.020069122314453e-06,0.390625
./data/emilia_xyz/worker_3_EN_B00000_S00013_W000015.wav," And so that's going to be the next big debate because it has a six year time period. And every time that it is about to sunset last time in 2017, towards the end of the year, you're going to see all sorts of scare stories in the media about how, if we let this program go away, people are going to die. There's going to be terrorist attacks and all sorts of stuff. And yet there has, you know, for whatever.",21.084,EN_B00000_S00013,en,0.94140625,1.3515625,0.80078125,0.0030364990234375,-0.003265380859375,1.2265625,0.34375,0.29296875,-0.01348876953125,0.001556396484375,-0.00579833984375,1.78125,1.1875,0.55078125,0.169921875,0.8828125,0.01025390625,1.15625,1.015625,0.09423828125,-0.046875,2.7894973754882812e-05,0.0078125,0.07666015625,0.8671875,0.376953125,1.9375,-0.0006256103515625,1.6015625,0.82421875,1.9140625,-0.08935546875,0.2255859375,0.337890625,0.08642578125,0.015869140625,0.96875,1.5,-0.00390625,1.984375,-0.0693359375,0.06689453125,0.00823974609375,0.83203125,0.6171875,0.004852294921875,1.2421875,-0.0400390625,2.0625,0.054443359375,0.048583984375,1.890625,-8.106231689453125e-05,6.020069122314453e-06,0.125
./data/emilia_xyz/worker_3_EN_B00000_S00433_W000017.wav," I think that, for you, and I'll think about it for myself, but what do you not want to do anymore? Like I think that's a powerful way of looking at, uh, identifying it's probably, you could then look into those things and say, okay, what is it within that that isn't serving you? What's the list?",22.364,EN_B00000_S00433,en,1.71875,1.7265625,0.0021514892578125,0.005279541015625,0.80078125,-0.0146484375,0.01043701171875,1.9140625,0.75390625,0.023193359375,0.10888671875,1.5,1.6875,0.26953125,0.08203125,2.546875,-0.0238037109375,0.7890625,0.0123291015625,-0.0264892578125,0.037841796875,0.490234375,0.005584716796875,0.057861328125,0.6875,0.031494140625,2.578125,-0.0006866455078125,0.052734375,2.796875,0.1806640625,0.4609375,-8.225440979003906e-06,0.06005859375,0.494140625,0.376953125,-0.00152587890625,-0.00244140625,0.341796875,0.04296875,0.004638671875,-0.07763671875,0.07373046875,-2.9653310775756836e-06,0.9765625,0.80859375,0.57421875,-0.51953125,2.546875,2.0742416381835938e-05,0.0252685546875,2.109375,0.419921875,1.921875,0.048828125
./data/emilia_xyz/worker_3_EN_B00000_S00013_W000024.wav," It's not a question of balancing, right? Encryption is part of protecting people and making them safe. The idea that law enforcement is having all sorts of difficulty because of encryption still is not proven. They just keep saying that and yet, as you've said, they have more access to more information than ever before. The ability to go forward and back in time, as we were discussing earlier, the ability to get all sorts of access to information that was impossible before, the ability to solve all sorts of crimes that were impossible before is there now.",27.548,EN_B00000_S00013,en,2.046875,2.21875,-0.007415771484375,0.00482177734375,0.68359375,-0.00933837890625,0.01043701171875,1.0546875,1.8515625,-0.004180908203125,0.002716064453125,2.171875,1.2265625,0.36328125,-0.003570556640625,2.6875,0.016845703125,0.7734375,0.0294189453125,-0.0162353515625,-0.00823974609375,2.1457672119140625e-05,0.016845703125,0.07763671875,0.71875,0.026123046875,3.015625,-0.00070953369140625,0.5390625,3.5625,0.0033416748046875,0.89453125,-6.16908073425293e-06,1.2265625,2.193450927734375e-05,0.01116943359375,-0.01348876953125,-0.005126953125,0.6796875,0.044677734375,0.24609375,-0.021728515625,0.004791259765625,-1.6987323760986328e-06,1.1640625,0.7421875,0.00732421875,-1.1875,3.03125,2.0742416381835938e-05,-0.019287109375,2.359375,0.3984375,2.609375,0.298828125
./data/emilia_xyz/worker_3_EN_B00000_S01373_W000014.wav," You can apply charms to them, which in turn brings a little more customization to each one. From the shop, you can also recruit new soldiers and the names of your soldiers can be changed. It's one game where having personalized names for troops is genuinely useful. When you're confident that you're ready for battle, you'll move to an area that's shown in red and then you'll get down to the all important task of assigning your battle parties. Now you can create five bespoke parties, which you can easily switch between. It's important because certain battles will require ranged.",27.516,EN_B00000_S01373,en,0.93359375,1.34375,0.796875,0.003173828125,-0.0023193359375,0.98828125,0.263671875,0.224609375,-0.009033203125,0.00110626220703125,-0.00885009765625,1.6875,1.3359375,0.478515625,0.04638671875,0.59375,0.01068115234375,1.09375,0.01226806640625,-0.024658203125,-0.047119140625,3.147125244140625e-05,0.0067138671875,0.078125,0.79296875,0.07763671875,1.8515625,-0.000640869140625,1.4453125,0.59765625,1.84375,-0.140625,-8.761882781982422e-06,-0.0004863739013671875,0.0078125,0.01611328125,0.88671875,1.28125,-0.0038909912109375,2.09375,-0.0074462890625,0.0283203125,0.009765625,0.72265625,0.56640625,0.005157470703125,1.1015625,-0.0062255859375,2.046875,0.5234375,0.057373046875,1.8359375,0.0020751953125,6.020069122314453e-06,0.3671875
./data/emilia_xyz/worker_3_EN_B00000_S01293_W000171.wav," Yeah. So yeah, sorry. Come back to it. Yeah. Richard Branson was the lost leader that helped. And then the second thing was app store optimization, which I think you're alluding to. I worked out how to rank on all of the top key terms for any top business magazines like Forbes, fast company, entrepreneur. And then the last thing was like, I was consistent.",21.204,EN_B00000_S01293,en,1.875,2.203125,-0.00457763671875,0.004730224609375,0.033935546875,0.150390625,-0.044189453125,0.83203125,-0.009765625,-0.00445556640625,-0.01019287109375,2.234375,1.15625,0.7421875,1.03125,2.8125,-0.006378173828125,0.474609375,1.03125,-0.0242919921875,0.0308837890625,2.968311309814453e-05,0.00860595703125,0.09814453125,0.7734375,0.62109375,2.875,-0.00063323974609375,1.0390625,3.234375,0.00060272216796875,0.4140625,-1.0788440704345703e-05,1.5390625,2.396106719970703e-05,0.01214599609375,-0.00933837890625,-0.005126953125,-0.0004024505615234375,0.052001953125,1.15625,-0.064453125,0.0152587890625,1.4379620552062988e-06,0.97265625,0.007171630859375,0.0072021484375,-0.0223388671875,2.9375,2.0742416381835938e-05,0.004608154296875,2.625,0.00019931793212890625,1.8515625,0.06982421875
./data/emilia_xyz/worker_3_EN_B00000_S00143_W000036.wav," David Blaine. Well, I was, I was quoted, uh, the other day in saying, um, you know, what goes between your asshole and your couch or whatever. I stand by that quote. Like we're, we're putting our assholes very close to seats. And so I feel like we don't actually clean our seats enough. How often, when was the last time you cleaned your seat?",21.325,EN_B00000_S00143,en,0.8359375,1.3125,1.015625,0.0024566650390625,-0.0027923583984375,1.296875,0.3203125,0.455078125,-0.00518798828125,0.012451171875,-0.00921630859375,1.6171875,1.3671875,0.4453125,0.08935546875,0.30859375,0.0113525390625,1.15625,0.0123291015625,0.030517578125,-0.043212890625,3.552436828613281e-05,0.007232666015625,0.0712890625,0.78125,0.12109375,1.875,-0.00063323974609375,1.5703125,0.734375,1.90625,-0.107421875,-9.5367431640625e-06,-0.0006103515625,2.205371856689453e-05,0.01806640625,1.1640625,1.203125,-0.003814697265625,2.3125,0.0013885498046875,-0.053955078125,0.010009765625,1.1015625,0.6328125,0.00469970703125,1.21875,-0.09619140625,2.203125,0.7265625,0.369140625,1.8515625,0.00189971923828125,6.020069122314453e-06,0.203125
./data/emilia_xyz/worker_3_EN_B00000_S00983_W000042.wav," And the two guys were just, you know, friendly. And then all of a sudden I, I pulled my mask down, gronk move, to quickly get my, um, to FaceTime, to get my, um, uh, to pay, you know, open it up with my Face ID. And then they both were like, one of the, the barista was like, oh Tommy, get home mate.",20.526,EN_B00000_S00983,en,0.953125,1.7578125,0.004486083984375,0.76953125,1.0078125,1.1484375,0.1298828125,0.431640625,0.64453125,-0.0037384033203125,-0.006744384765625,1.96875,1.1796875,0.625,0.83984375,2.21875,0.07958984375,0.82421875,1.140625,-0.0244140625,0.8203125,0.58203125,0.09619140625,0.1025390625,0.9375,1.1171875,2.234375,1.6484375,0.86328125,2.609375,-5.507469177246094e-05,0.447265625,-1.2755393981933594e-05,1.0625,0.1552734375,0.0220947265625,0.0927734375,0.9453125,-0.003173828125,1.6171875,0.8203125,0.2119140625,0.68359375,-5.632638931274414e-06,1.328125,0.01287841796875,0.007354736328125,-0.86328125,2.953125,2.0742416381835938e-05,0.03662109375,2.3125,0.166015625,0.66796875,0.0693359375
